area_code,area_name,area_type,period,valid_industry_count,sales_weight_coverage,store_weight_coverage,sales_rel,transactions_rel,sales_per_store_rel,store_rel,net_entry_rel
3110066,서울역 15번,골목상권,long,8,0.9638761005169042,0.9212598425196851,-0.08039650470810777,-0.05145891565544322,0.19454345891799532,-0.025493723579669062,0.012178554780970498
3110067,배문고등학교,골목상권,long,12,0.8744766992610329,0.9548872180451128,0.3554378119239345,0.15401251594897833,0.4416712325418,-0.101552503340714,0.02054186569148247
3110068,남영역 1번,골목상권,long,14,0.8646752442243192,0.8783783783783784,-0.849260944778018,-0.5246446858557947,-0.8320948964294558,-0.024404108783253803,0.02426457365821029
3110069,숙대입구,골목상권,long,27,0.9994631436587502,0.983440662373505,-0.22823261355279634,-0.20545723330328416,-0.39791122632344805,0.11792481384697237,-0.00838639920729036
3110071,한강미주맨션아파트,골목상권,long,2,1.0,1.0,-0.17804713962687635,-0.35044724910152436,0.10249283955488431,-0.16626196613094874,-0.02501168870610387
3110072,열정도,골목상권,long,3,0.982598990112036,0.7379310344827587,-0.561167873535917,-0.7724495824709928,-0.13392065186024263,-0.4398756904428301,-0.06902296564108426
3110073,삼각지역 3번,골목상권,long,1,1.0,1.0,-0.40521385488840805,-0.04019065991687125,-1.5947683823354089,1.1302969667888698,0.24001162007787558
3110074,서울역 12번,골목상권,long,16,0.909056983709426,0.9792027729636048,0.10463828971381106,-0.05997549151018758,0.08722014871579238,-0.1016477244555364,-0.0031722047103735717
3110075,숙대입구역 1번,골목상권,long,11,0.7870231515086826,0.7789473684210526,0.12485158906357138,0.010272736125476268,0.06660594683300868,0.03718975522332207,0.01171974454240192
3110076,삼각지역 14번,골목상권,long,3,1.0,1.0,0.12319991966241102,0.13482621669403966,0.13127611014845572,-0.100551333822133,-0.0745071317009981
3110077,삼광초등학교,골목상권,long,4,0.6605401061198801,0.7480314960629921,0.28252904229718695,0.026506721860912047,0.6782429462683768,-0.33704462996125995,-0.057434573098899405
3110078,이촌동점보아파트,골목상권,long,8,0.8428697977309112,0.8273381294964028,-0.009407773595279017,-0.07306804594871942,-0.08815997563596244,0.02629314479494322,-0.035249338302503506
3110079,후암동주민센터,골목상권,long,19,0.872221935111889,0.8837837837837837,-0.022649546717049208,-0.009367679488994847,-0.15384311033471487,-0.037796233546512036,-0.019221375792795634
3110080,해방촌예술마을,골목상권,long,8,0.9938286583904996,0.930635838150289,-0.45232677787062453,-0.08002143526392204,-0.5961622145682004,0.05079112435634212,0.005448937491621696
3110081,해방촌 남동측,골목상권,long,16,0.757865684790932,0.8814935064935064,-0.014551399832101153,-0.14647841820369467,0.09094557976076334,-0.030249016819268504,0.009527061433112573
3110082,용산구청,골목상권,long,7,0.9887040368570469,0.9596774193548387,0.14419872857498883,0.15957074294965212,0.04098920446755898,0.08110303379964505,0.03690979066527602
3110083,서빙고역 1번,골목상권,long,2,1.0,1.0,-0.6684359921422329,-0.5819006431594744,-0.9478271159767937,0.27130835995224917,0.028286579038250107
3110084,경리단길북측,골목상권,long,16,0.9561463915808786,0.9284848484848485,-0.21006474621735366,-0.150418204229727,-0.16738827981929785,0.035824443601751986,0.005855905483161706
3110085,경리단길남측,골목상권,long,14,0.9349222318577229,0.6709677419354839,-0.03204887732587991,0.059781296804517735,0.09367151210291869,-0.1161494688690967,0.012963746503942981
3110087,이태원엔틱가구거리,골목상권,long,6,1.0,1.0,-0.41526308533832856,-0.6065884567249208,-0.5460203339605011,-0.1538428381082834,-0.015736498241875965
3110088,오산고등학교,골목상권,long,7,0.5168792396396242,0.8,-0.4407486746995677,-0.4038590541095018,-0.24338623631420833,-0.26210719288932766,-0.06810065507334251
3110089,서빙고동주민센터,골목상권,long,3,1.0,1.0,-0.2293059104046259,-0.12624783796588637,-0.30633304586569493,0.0005185027044489819,-0.055330341320544374
3110090,한국폴리텍대학서울정수캠퍼스,골목상권,long,10,0.9205003203512303,0.6956521739130435,0.17814389154951138,0.21025914020789224,0.1464313909469869,0.016306187685175038,-0.005384419309257242
3110091,리움미술관,골목상권,long,6,0.9309763959440234,0.9272727272727272,-1.0435589747634813,-0.6447945951590547,-0.7023455972172912,-0.17693190962708363,-0.03018530870420796
3110092,NH농협은행 보광동지점,골목상권,long,4,0.20379689810756824,0.5503875968992248,-1.207145371665677,-1.1247315784015115,-0.264731083258491,-0.9374711768418862,-0.19582219500804512
3110093,우사단길,골목상권,long,15,0.9651230115732324,0.8708860759493671,-0.3771425455559164,-0.3557730955928863,0.014864940990714691,-0.3832798478522188,-0.0688425517498453
3110094,오산중학교,골목상권,long,2,1.0,1.0,-0.414864059678141,-0.3891051442393823,-0.26838778708772193,-0.1953216532176676,-0.032631676836767744
3110095,한강진역 3번,골목상권,long,12,0.868828357077186,0.816793893129771,0.02031745784850527,0.11106618120508725,-0.227782714815582,0.22983446827271647,0.04724817854105977
3110096,한남힐사이드아파트,골목상권,long,4,0.8820959174792833,0.8888888888888888,-0.6347931022320288,-0.7289212808034788,-0.9779183149093887,0.2880439431739045,0.025365233119665414
3110098,서울독일학교,골목상권,long,5,0.9863921244736414,0.8840579710144928,-0.31970566236094794,-0.7319230653851101,-0.09156849969211085,-0.2005112998172519,-0.036104075566340606
3110099,유엔빌리지길,골목상권,long,2,1.0,1.0,-0.7674516654331416,-1.554501576635143,-0.07716848094876662,-0.46304490549930927,-0.061664098059256406
3110102,옥수역 6번,골목상권,long,15,0.9075221390627582,0.9359756097560976,-0.20607395980237667,-0.14012673864083933,-0.28218868248167933,-0.006413498027644472,-0.018037601574448826
3110103,옥수터널,골목상권,long,1,0.0,0.0,,,,,
3110104,신금호역 4번,골목상권,long,7,0.9322145402348007,0.9365079365079365,0.16440503159751743,0.13886938523834974,0.42039858205330694,-0.24273365349236856,-0.046875314624885936
3110105,금동어린이공원,골목상권,long,8,1.0,1.0,-0.06678440002627826,-0.20924325313145875,-0.0023432272573460345,-0.06792150764081226,-0.009280318992474864
3110106,금북초등학교,골목상권,long,3,1.0,1.0,0.23138940392745325,0.29440691967539734,0.06933354197345468,0.17862137618519436,0.03427600989465706
3110107,금호사거리,골목상권,long,6,0.8624597913297061,0.9459459459459459,0.15858575869500094,0.22535661224848572,-0.34611202440418115,0.34923926014495693,0.07020074186507436
3110109,금호삼성래미안아파트,골목상권,long,5,0.7895220669924788,0.8643410852713178,0.0020128838512740318,-0.026852492766380492,-0.14953364795287663,-0.022422964540995797,-0.021748459901739802
3110110,상왕십리역 6번,골목상권,long,8,0.9536241149447799,0.9090909090909091,-0.4299967304553228,-0.2782063271872735,-0.37858093987933317,0.08235470508122375,0.017938402715169634
3110112,행당역 2번,골목상권,long,10,0.8777338874804403,0.8367346938775511,0.1641042316302876,0.17080429482311035,0.12797859117668273,0.07459901746620361,-0.002193156753112704
3110113,응봉산,골목상권,long,4,0.8044042804230783,0.6491228070175439,0.22654498528595524,0.6551945382656745,0.36299930660222607,-0.08460524642224454,-0.07653917810508483
3110114,왕십리파출소,골목상권,long,2,1.0,1.0,-0.10937759108131662,-0.09796913289377886,0.10689192158517428,-0.36304526500087075,-0.08363310535486852
3110115,상왕십리역 3번,골목상권,long,9,0.9869198747783952,0.9009287925696594,-0.14070555305389612,-0.3336776372938585,0.11265298547161502,-0.2614483501564363,-0.04173359582038005
3110116,청계천박물관,골목상권,long,3,1.0,1.0,-1.219842723851782,-0.7667073819622331,-1.1802333439783812,-0.032467615145475866,0.05017666602302806
3110117,성동구보건소,골목상권,long,5,0.734186732316817,0.8651685393258427,0.5861392804784331,0.28302469695855254,0.8128117853564532,-0.30502802824297226,-0.016374644719985107
3110118,왕십리역 9번,골목상권,long,12,0.9560113009364545,0.9631901840490797,-0.1984314943783017,-0.19966972618587805,-0.18042847165437825,-0.005509326332358206,-0.006798690360337824
3110120,서울숲카페거리,골목상권,long,2,0.9012013529271169,0.3273809523809524,0.14239288395692018,0.09889295041564,-0.5804198144135977,0.6355207573676068,0.04974446091255841
3110121,한양대역 4번,골목상권,long,2,0.4901369684471225,1.0,-1.9910996447027849,-2.144643733665034,-1.6668273666190752,-0.2122468151273145,-0.039243673885325424
3110122,마장역 2번,골목상권,long,13,0.9853210937948633,0.8606271777003485,-0.2032401939216681,-0.1943810848856304,-0.18910044313368754,-0.13756259093461345,-0.035350165804013976
3110123,마장역 3번,골목상권,long,6,0.8674476527295774,0.7468354430379747,-0.41798475844969396,-0.062347272456557155,-0.2653703776367232,-0.31148543987711946,-0.028798635952237587
3110124,뚝섬역교차로,골목상권,long,4,0.13027872734656892,0.6075949367088608,-0.012873557947994652,-0.026625145062890362,0.04306696906799611,-0.1303088348457161,0.005745298658898761
3110125,사근동살곶이상점가,골목상권,long,10,0.9419202358780437,0.7927927927927928,-0.5267294083609129,-0.7176876878350625,-0.47043657596857413,-0.19025866513404815,-0.045318242155647656
3110126,서울숲역 1번,골목상권,long,1,1.0,1.0,1.027528230223967,1.1041378087807587,1.0006550097177733,-0.1990153279212713,0.04800877168352247
3110127,성수1가1동주민센터,골목상권,long,6,0.9448441437601444,0.8260869565217391,-0.2271348215698158,-0.5367075677245583,-0.1921144806796014,-0.01440555704278489,0.03215721191488558
3110128,성원중학교,골목상권,long,34,0.7289477973219777,0.9573221757322176,-0.38615180406289673,-0.13399800969881834,-0.34218671218091207,-0.07148526277155576,-0.004112681290096115
3110129,성원어린이공원,골목상권,long,5,1.0,1.0,-0.08444139439629701,-0.20733891151548703,-0.2991983636200788,-0.042896429399075786,0.03933050005000532
3110130,답십리역 6번,골목상권,long,2,0.8568445041131358,0.7777777777777778,0.7726678209064867,0.45483680388633374,1.0391520888106187,-0.15021082593414084,-0.038188645789317105
3110131,성수동카페거리,골목상권,long,20,0.9985094628743142,0.9784172661870504,0.5377696021078072,0.7779132504241397,0.14099409994267217,0.17692503468828566,0.05908021737009208
3110132,성수2가3동주민센터,골목상권,long,4,0.6206589257064332,0.8148148148148148,-0.43294025347767917,-0.11845776763797974,0.35660204172999543,-0.19685503975045957,-0.0610834039869749
3110133,서울교통공사,골목상권,long,3,0.7833533163357245,0.7469879518072289,0.5127834742094943,0.25269582995245343,0.16831844635778992,-0.04112558795641754,-0.044042542779507
3110134,성수119안전센터,골목상권,long,19,0.9322363819859933,0.9298245614035088,-0.15415043349046545,-0.12979802260428175,-0.8019334007187672,-0.12076934287528446,-0.019699825713211425
3110135,성동세무서,골목상권,long,3,0.9435864759056386,0.8961038961038961,0.09973926914811568,0.23075988364169306,-0.1307398079470898,0.15867954572011606,0.07697011295842168
3110136,경수초등학교,골목상권,long,15,0.995460195472103,0.8563714902807775,-0.05838260744616808,0.15187091708780287,0.0029002870515278997,0.09203941317680205,0.040005546276853314
3110137,성수초등학교,골목상권,long,23,0.9915457218576571,0.9483919222139118,-0.21248128288201235,-0.10142754824736742,-0.3144233957987476,-0.07966988519139188,-0.024289940729252803
3110138,송정체육공원,골목상권,long,13,0.7185493110509985,0.8947368421052632,-0.09143031076048501,-0.08370483690573337,0.014632596219735046,-0.09227503632033679,-0.018573273833814175
3110139,자양4동주민센터,골목상권,long,16,0.8041582233882444,0.8584905660377359,-0.16688701265118483,-0.13396797212754277,-0.19342642244306987,-0.1291876058957282,-0.01803298560376927
3110140,건대입구역 6번,골목상권,long,19,0.9652152397781014,0.9271899886234357,-0.14444308605142386,-0.22542004558017195,-0.2444249561708622,-0.059321118746674645,0.004118530839775437
3110141,건대입구역 1번,골목상권,long,12,0.8068567919303923,0.9634551495016611,-0.20093763634227582,-0.1642878755397328,-0.2639838832558132,0.02355026682823278,0.0396989637844649
3110142,화양사거리,골목상권,long,15,0.9213556812674507,0.7901591895803184,-0.3373701148897369,-0.24148470141645734,-0.6082471119418333,-0.05840962622566041,0.0012713413235559464
3110143,뚝섬유원지역 1번,골목상권,long,3,0.9179490003811962,0.7692307692307693,-0.14295976500797727,-0.040415342751903824,-0.15540359683856877,0.032096533282187874,-0.0010272584337507108
3110144,어린이대공원역 4번,골목상권,long,5,0.8732168904696511,0.8608695652173913,-0.18783550592760392,0.00230074886813925,-0.24952977440757215,-0.2918275170270435,-0.03328454040055992
3110146,신자초등학교,골목상권,long,15,0.905888820924495,0.8354978354978355,-3.605637466198558,-1.7817210034222208,-3.829369982219775,-0.18804536798015106,-0.033664124174053754
3110147,능동우편취급국,골목상권,long,15,0.8650932394288622,0.8284313725490197,0.09159645050873416,0.3086080103315839,0.08064801963401305,-0.02717966939192194,0.002574511939381724
3110148,어린이대공원역 3번,골목상권,long,7,0.7072358304492405,0.8654708520179372,0.10291381102365435,0.05757867308512559,-0.018761573984000465,-0.05934661433852724,-0.057661960448939786
3110149,세종대학교,골목상권,long,1,0.896019569161898,0.46153846153846156,0.2685303007989699,0.21458277162883235,0.31849096105250085,-0.05946738559766912,0.0048239030679240605
3110150,중곡1동 마을마당,골목상권,long,8,0.8147662347745771,0.9861111111111112,-0.3403747441809371,-0.0659631530541579,0.029642464334646016,-0.07027176701690958,0.0049113693036403295
3110151,자양한강도서관,골목상권,long,18,0.9506051104119312,0.9147424511545293,-0.16034492676859582,-0.11692971219625216,-0.07778726407271237,-0.12379054972049511,-0.015960240073104492
3110152,중곡어린이공원,골목상권,long,6,0.8908109379112765,0.7767857142857143,0.012697162723376223,0.06073940050809454,0.40278905270575427,-0.15942017261727365,-0.04160356897286828
3110153,중곡1동주민센터,골목상권,long,2,0.974783301250549,0.8333333333333334,-0.33726463271549373,-0.2472631450829261,-0.4052418657305306,0.11975310539534552,0.03210669379984169
3110154,광진정말공원,골목상권,long,22,0.9572380533918102,0.9448946515397083,-0.11374066650695877,-0.16413934588920762,-0.03472641432504816,-0.017911230706379143,-0.009503647912623935
3110155,광진구청,골목상권,long,6,0.94489995292684,0.9245283018867925,-0.14497253710446734,-0.20298221592410354,-0.08913704792530912,-0.06494709903206493,-0.00921788736494038
3110156,군자역 5번,골목상권,long,9,0.5283174962461946,0.5230769230769231,-0.14939179497302488,-0.22813759087399108,-0.6062678775143098,0.06954346160596317,0.029241342063200653
3110157,자양동우체국,골목상권,long,17,0.9928647408834919,0.9396751740139211,-0.009856860582284025,-0.03631935348529177,0.13152545512259675,-0.13781349921452038,-0.009442348168771469
3110158,중곡3동주민센터,골목상권,long,20,0.8963156307962079,0.8802919708029197,-0.3943086275110851,-0.3060353601151716,-0.33358748185704334,-0.20192108374882578,-0.02370756909314475
3110159,구의역 4번,골목상권,long,35,0.9741256776478598,0.9033423667570009,-0.34247418611654157,-0.41858426313966374,-0.41354479251772847,-0.03198372782376927,-0.028749205504364935
3110160,광진경찰서,골목상권,long,1,1.0,1.0,-0.05946943584473365,-0.7012631615075359,0.083774829469231,-0.13612943237870326,-0.016126972192353452
3110161,중곡역 3번,골목상권,long,20,0.9626862581729997,0.9159021406727829,-0.2734055178671771,-0.22943986838553876,-0.15608139301560062,-0.07386283948950634,-0.03566823928852354
3110162,군자역 4번,골목상권,long,11,0.9328157976913403,0.9748427672955975,-0.09101951820202875,-0.05710769793346303,0.44282657109957935,-0.2598835621433151,-0.02986935629341204
3110163,성자초등학교,골목상권,long,14,0.9508642225061533,0.8532608695652174,-0.1735750356957251,-0.13858521683439842,-0.3058039271674445,-0.029120991138336685,-0.041610275786066374
3110164,아차산역 5번,골목상권,long,2,1.0,1.0,0.06510008567337305,0.30467304712352694,-0.16298261838773723,0.23892541978517542,0.023658580166729108
3110165,국립정신건강센터,골목상권,long,13,0.9879003436732711,0.911042944785276,-0.22615866489052616,-0.3018092493262233,-0.1876140151435929,-0.003895871669177182,5.323931210490707e-05
3110166,구의1동주민센터,골목상권,long,27,0.9345783913639962,0.9031903190319032,0.06644841741473859,-0.051698454241784174,0.13688930692506834,-0.06814165443667676,-0.0014183345616462894
3110167,용마초등학교,골목상권,long,22,0.939313617856318,0.9016666666666666,-0.16548500391777102,-0.1784091305808371,-0.14240073546869492,-0.021916830621438222,-0.01550378199582571
3110168,대원고등학교,골목상권,long,5,0.8177972670079983,0.7777777777777778,-1.3074934814240096,-1.1802925425820705,-1.0735578863863007,-0.29067723804586587,-0.04330267564723061
3110169,성동초등학교,골목상권,long,7,0.9936275719777041,0.926829268292683,-0.35402093500486786,-0.3778943704544372,-0.01443554349716222,-0.147010685215965,-0.016132927052567424
3110170,동대부여고,골목상권,long,18,0.887909017449187,0.850356294536817,-0.21989657090496909,0.12262009331666787,-0.3182804653908459,-0.0700017274980715,-0.0077497645190042225
3110171,중곡4동주민센터,골목상권,long,1,1.0,1.0,-0.9683544579139222,-0.7095816599438659,-0.9586415852244798,-0.0025980397541806866,0.010539694474313212
