area_code,area_name,area_type,start_food_stores,analysis_avg_food_stores,quarter_observation_rate,valid_industry_count,sales_weight_coverage,store_weight_coverage,long_sales_rel_score,long_transactions_rel_score,long_sales_per_store_rel_score,long_store_rel_score,long_net_entry_rel_score,long_score,long_sales_rel,long_transactions_rel,long_sales_per_store_rel,long_store_rel,long_net_entry_rel,medium_sales_rel_score,medium_transactions_rel_score,medium_sales_per_store_rel_score,medium_store_rel_score,medium_net_entry_rel_score,medium_score,medium_sales_rel,medium_transactions_rel,medium_sales_per_store_rel,medium_store_rel,medium_net_entry_rel,recent_sales_rel_score,recent_transactions_rel_score,recent_sales_per_store_rel_score,recent_store_rel_score,recent_net_entry_rel_score,recent_score,recent_sales_rel,recent_transactions_rel,recent_sales_per_store_rel,recent_store_rel,recent_net_entry_rel,CoreDeclineScore,overall_rank,area_type_rank,area_name_reference,district,administrative_dong,area_type_reference,centroid_x,centroid_y,sensitivity_scenarios,sensitivity_mean_rank,sensitivity_rank_std,top20_appearances,top20_appearance_rate,strong_decline_candidate
3110306,미아초등학교,골목상권,22.25,22.1,1.0,6,0.9326339940092578,1.0,3.2643336702327805,3.5244045277957023,1.14718058646939,3.2818440543713914,3.2345278030698643,2.9963157825759956,-0.7539366884476066,-0.8011639898893326,-0.3676007441864918,-0.43577569002302363,-0.07196460758783224,3.5674773150947843,3.567072927612677,4.156589965755113,1.9714687885633022,0.9434157164823527,2.8117493101686293,-0.49400795334149145,-0.47210348281174974,-0.7084909862174598,-0.18079700101872712,-0.03248062493690385,1.5930603922143913,1.6428298294829566,2.8692587196710386,2.207217847431477,2.4206758524528236,2.0827986118777053,-0.14632213628134347,-0.13741496601112757,-0.3707251810505893,-0.16562935616548444,-0.0780155209900332,2.721794871799582,11,10,미아초등학교,성북구,길음1동,골목상권,201991,456550,11,12.545454545454545,6.54772687829351,9,0.8181818181818182,False
3110951,신사은행나무공원,골목상권,45.25,37.75,1.0,6,0.9956194847001107,0.9337016574585635,4.833439920680516,5.643368508739424,3.4669692951729165,2.823787707371732,0.2974273064291212,3.4813220789541215,-1.0543941722448333,-1.5686361684053562,-0.8693877300943638,-0.30178866054662395,-0.01542286095866455,1.9300647559058655,3.1570024389846125,-0.14705301728251283,3.189713413913165,1.8768405781269257,2.1051695225890303,-0.2970525250609201,-0.42484075626114204,-0.0441211324940177,-0.308987729703007,-0.05514620139115221,1.3420533445884182,2.2182376747229418,-1.054514262439017,3.1603358384484155,1.8240064744795104,1.6178521943114255,-0.1276690308363978,-0.1788179428393004,0.09510839433001905,-0.23334481625473608,-0.06028668025128147,2.6714164687021746,12,11,신사은행나무공원,강남구,신사동,골목상권,202237,446807,21,14.428571428571429,6.399776781821602,18,0.8571428571428571,True
3001496,강남 마이스 관광특구,관광특구,897.25,900.45,1.0,29,0.9482094085214137,0.9685149066592366,3.7082857858237213,3.9785343813015976,3.8652493465408844,-0.8302562988342417,-0.23077154736720212,2.090360155457094,-0.8389460595713579,-0.8880229173207335,-0.9555385703727687,0.04218741491030523,-0.005254572268738417,5.387708278465723,6.012920210061056,4.1847096827269326,-0.16537535755783186,0.07985880341991905,3.1601142532100996,-0.7129536105910381,-0.9684926798673438,-0.734025976983279,-0.017112553437547976,-0.01151159353449811,5.366563539433866,6.620959965166603,3.5671223286481495,-0.6840085559467817,0.8396612496061883,3.2320317659208904,-0.42674275700751546,-0.6050528943460417,-0.45357612619446525,0.020088939737255784,-0.03103882479235693,2.6432165825112945,13,1,강남 마이스 관광특구,강남구,삼성1동,관광특구,205282,445736,31,125.45161290322581,243.72454926407906,25,0.8064516129032258,False
3110587,공덕동주민센터,골목상권,47.0,48.3,1.0,6,1.0,1.0,2.649705970527962,2.9723997770693935,1.6920934846111229,3.0433952995887914,3.352206722379196,2.789840875131135,-0.6362458105528223,-0.6955850674402217,-0.48546932407697535,-0.32246158007990655,-0.07423002943730338,2.7437018910173174,2.8026599884098204,0.8612160129905414,2.3351123656281647,0.12516825227521888,1.8676959959655512,-0.3949204994523172,-0.3840009718552508,-0.1997714851827945,-0.20865247102871998,-0.012611805045171048,5.385440443128399,3.2810118337620464,1.849694630366494,0.9259980064797388,2.3574063303661346,2.9366975394586574,-0.4349945261350804,-0.2552889437898088,-0.24968168867325985,-0.08333003665861073,-0.07613559330796936,2.5960188214216195,14,12,공덕동주민센터,마포구,공덕동,골목상권,196316,449878,21,15.142857142857142,5.561346188520494,17,0.8095238095238095,True
3120222,삼성역,발달상권,1008.75,972.0,1.0,35,0.9967902341388091,0.9464684014869889,3.012993429191003,3.275563632668634,2.6587016296713104,0.002245130913730252,0.49144098971872174,1.9059035524086645,-0.70580925515311,-0.7535695560837906,-0.6945536194888722,-0.0361807093188062,-0.019157793602507953,4.536648880189399,5.993273211712739,3.395825301927246,-0.03809648259165445,0.3469452443021884,2.9039604100210914,-0.6105843162192224,-0.7517355064866675,-0.5910488307186462,-0.026862245466052006,-0.017997030546583245,4.68249289072333,6.2666045914197674,2.9505871134924972,-0.45250969813011466,0.6208449486453859,2.900199258091715,-0.37590736388658674,-0.47011470396363503,-0.38038055526478226,0.005218581149320152,-0.024537134754309856,2.403991693232534,15,1,삼성역,강남구,대치2동,발달상권,205584,445468,31,85.6774193548387,155.46090335874894,25,0.8064516129032258,False
3110908,구반포역,골목상권,134.25,112.3,1.0,9,0.7213173995776861,0.8100558659217877,4.629800359658948,5.643368508739424,3.681869751723753,0.24765193521960324,1.4242399273359836,3.172782626932302,-1.0154006177365562,-1.3303543270354834,-0.9158722448082645,-0.059282256342376036,-0.037114986843609116,5.255865049122444,4.620208516785769,3.9223916878161496,-1.0978141219016697,-0.714432127561721,2.463917468917509,-0.6970949074465711,-0.5934827596729683,-0.672336900883279,0.05431320979462287,0.0077755098659420905,1.3883087260085796,3.3013276526204103,0.48724532806782467,-0.4830887772937988,-1.5747042354923766,0.6688709086791658,-0.13110641044460752,-0.2567507510703254,-0.08793058006980016,0.007182832190303542,0.04069923107342603,2.3695884078653195,16,13,구반포역,서초구,반포본동,골목상권,198833,444737,31,111.70967741935483,207.4562112106853,24,0.7741935483870968,False
3110417,월계역 3번,골목상권,27.75,27.5,1.0,6,0.8150300089378415,0.9009009009009009,3.382672762868205,2.78661891246222,4.184837026178145,2.982366727095589,1.9757575408248744,3.0223423807203096,-0.7765966364262351,-0.6600517799620227,-1.0246676845445917,-0.3167166112669154,-0.04773218199885763,1.1840485758054276,1.5536002297996954,2.4331052757056546,1.5312013536977653,2.3690169207637375,1.7517416361594447,-0.20731830662503653,-0.24004042981755616,-0.4424300522748034,-0.14707206511511306,-0.06709730852510247,1.6665114365296,1.5447983643534107,1.8524628225304407,1.5064026506294101,0.39923282788559683,1.38458405108565,-0.15178050921394154,-0.13036119621503167,-0.2500103307376584,-0.12061240282667139,-0.017952372506123828,2.2952526121714283,17,14,월계역 3번,노원구,월계2동,골목상권,205127,459237,11,22.727272727272727,7.682329192255552,6,0.5454545454545454,False
3110614,목동로데오거리,골목상권,59.75,63.8,1.0,9,0.9983867542111076,0.9497907949790795,4.871968549842408,5.643368508739424,4.247524903808861,0.45921989779462596,1.1007284877976802,3.2957842518982767,-1.1692362891213384,-1.4627904716146383,-1.038227523443393,-0.07919835952432348,-0.03088710942949506,1.1981369483311408,3.3147733458710746,1.256231923088617,0.49345733388442314,0.1876367238407163,1.2871425062653203,-0.2090129201352398,-0.4430246622885262,-0.2607516044549224,-0.06757981158686256,-0.014128674775588575,0.8657799855800593,1.5423252119119601,1.231065271820218,0.44062032860519385,0.9705062299174403,0.9917951412549665,-0.09227569319816764,-0.13018324265726744,-0.17623749930732643,-0.05215173976053269,-0.03492662246228703,2.21762653782921,18,15,목동로데오거리,양천구,신정4동,골목상권,187652,447633,31,54.67741935483871,82.92582512775064,22,0.7096774193548387,False
3120214,영동대교남단교차로,발달상권,104.75,100.05,1.0,14,0.9488664342527003,0.8949880668257757,2.0667812937624577,4.873313679971106,1.4731080538659045,1.3875483761003444,0.7539130632113985,2.14061655537707,-0.5246255288961157,-1.0591624483827353,-0.4381012000581324,-0.16658723228014444,-0.024210609974855073,2.5961467559029683,5.8247433060689335,1.2615417323931752,1.139486361870687,1.2721427079316325,2.485542424008969,-0.3771718968363462,-0.732311570683115,-0.26157130005812945,-0.11706629601732006,-0.0404628279651598,2.1393569162839805,6.620959965166603,1.1093451900752132,-0.7125113514940217,0.5258785926118194,1.9881064488391573,-0.18691911060559316,-0.6899082454221579,-0.1617867904784982,0.021919820435949058,-0.02171539885866616,2.188720495900567,19,2,영동대교남단교차로,강남구,청담동,발달상권,204844,447175,31,45.70967741935484,65.40193348231998,23,0.7419354838709677,False
3111007,석촌고분역 4번,골목상권,104.25,102.25,1.0,16,0.9925364283988798,0.935251798561151,3.2107097887845653,3.2783062841643225,2.2183300879744627,2.276523637909126,1.2689568811507037,2.5001843210371417,-0.7436686161059318,-0.7540941279994982,-0.5992980870524028,-0.25027156153724645,-0.03412565274923428,2.3223598274975212,3.816446614125482,-0.03976117009493557,1.4736279904796552,1.327059214770706,1.8980525452353088,-0.3442395601206515,-0.5008450789066146,-0.06068418595887929,-0.14266188659514312,-0.04179631964243123,1.883386137441738,4.472015988167128,-0.7594180938348412,1.9025940318900878,1.086331808250648,1.8491221859467812,-0.16789713503268433,-0.3409866238180068,0.06007433299957014,-0.1460618066136288,-0.03836814855286361,2.1868858433140934,20,16,석촌고분역 4번,송파구,삼전동,골목상권,208301,444502,31,22.35483870967742,15.540374056194775,22,0.7096774193548387,False
