area_code,area_name,area_type,valid_industry_count,sales_weight_coverage,store_weight_coverage,start_food_stores,analysis_avg_food_stores,quarter_observation_rate,all_metric_periods_available,start_store_20,average_store_20,industry_3,observation_80,sales_coverage_70,store_coverage_70,metrics_available,base_eligible,exclusion_reason
3110019,창덕궁,골목상권,5,0.9949124021481511,0.9298892988929889,67.75,80.1,1.0,True,True,True,True,True,True,True,True,True,포함
3110020,서울국제고등학교,골목상권,8,0.7995000993233656,0.7352941176470589,76.5,70.3,1.0,True,True,True,True,True,True,True,True,True,포함
3110021,성균관대학교,골목상권,9,0.8249565930995526,0.9143730886850153,81.75,80.8,1.0,True,True,True,True,True,True,True,True,True,포함
3110022,경신고등학교,골목상권,6,1.0,1.0,38.5,37.75,1.0,True,True,True,True,True,True,True,True,True,포함
3110023,서울대병원,골목상권,2,0.9349344577369074,0.7857142857142857,14.0,15.15,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110024,혜회동주민센터,골목상권,7,0.9731310052396306,0.9354838709677419,46.5,47.75,1.0,True,True,True,True,True,True,True,True,True,포함
3110025,충신시장옆,골목상권,1,1.0,1.0,8.75,7.3,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110027,혜화역 1번,골목상권,5,0.986790690002516,0.7608695652173914,23.0,25.85,1.0,True,True,True,True,True,True,True,True,True,포함
3110028,이화달팽이길,골목상권,10,0.3304247191456334,1.0,72.75,89.6,1.0,True,True,True,True,True,False,True,True,False,sales_coverage_70
3110029,동대문역 1번,골목상권,8,0.8799285614344774,0.9288888888888889,56.25,57.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110030,동대문역 3번,골목상권,3,1.0,1.0,10.0,15.7,1.0,True,False,False,True,True,True,True,True,False,start_store_20; average_store_20
3110031,창신역 1번,골목상권,2,0.5731883140693429,0.625,8.0,5.6,1.0,True,False,False,False,True,False,False,True,False,start_store_20; average_store_20; industry_3; sales_coverage_70; store_coverage_70
3110032,수족관거리,골목상권,1,0.5120134126306045,0.6304347826086957,11.5,9.45,1.0,True,False,False,False,True,False,False,True,False,start_store_20; average_store_20; industry_3; sales_coverage_70; store_coverage_70
3110033,창신역 4번,골목상권,4,0.9494472175745559,0.8651685393258427,22.25,22.8,1.0,True,True,True,True,True,True,True,True,True,포함
3110034,창신1동주민센터,골목상권,3,1.0,1.0,24.75,31.45,1.0,True,True,True,True,True,True,True,True,True,포함
3110035,동묘앞역 2번,골목상권,9,0.8999638196119909,0.806930693069307,50.5,49.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110036,동묘앞역 3번,골목상권,2,1.0,1.0,7.75,9.55,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110037,신설동역 12번,골목상권,6,0.9193726384823647,0.9269662921348315,44.5,46.8,1.0,True,True,True,True,True,True,True,True,True,포함
3110038,경향신문사,골목상권,5,0.6077043951680638,0.6966292134831461,22.25,21.45,1.0,True,True,True,True,True,False,False,True,False,sales_coverage_70; store_coverage_70
3110039,회현역 1번,골목상권,1,0.3184074989103341,0.627906976744186,10.75,7.5,1.0,True,False,False,False,True,False,False,True,False,start_store_20; average_store_20; industry_3; sales_coverage_70; store_coverage_70
3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,5,0.9925304450334326,0.8431372549019608,25.5,26.75,1.0,True,True,True,True,True,True,True,True,True,포함
3110041,남산케이블카,골목상권,6,1.0,1.0,51.0,52.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110042,남산골공원옆,골목상권,2,0.9400112662643386,0.5283018867924528,13.25,9.25,1.0,True,False,False,False,True,True,False,True,False,start_store_20; average_store_20; industry_3; store_coverage_70
3110043,충무초등학교,골목상권,10,0.6934708367797076,0.7383177570093458,53.5,53.05,1.0,True,True,True,True,True,False,True,True,False,sales_coverage_70
3110044,관성묘,골목상권,1,1.0,1.0,4.0,3.95,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110045,동대문역사문화공원역 5번,골목상권,8,0.9904997417118494,0.9512195121951219,61.5,60.45,1.0,True,True,True,True,True,True,True,True,True,포함
3110048,장충동주민센터,골목상권,4,1.0,1.0,56.0,62.45,1.0,True,True,True,True,True,True,True,True,True,포함
3110049,장충단 고개,골목상권,8,0.9549498862559908,0.7491166077738516,70.75,66.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110050,약수역 7번,골목상권,1,0.8950876448689239,0.7142857142857143,14.0,12.1,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110051,한양공고앞 교차로,골목상권,4,0.9989937349581433,0.7837837837837838,18.5,24.35,1.0,True,False,True,True,True,True,True,True,False,start_store_20
3110052,장충초등학교,골목상권,9,0.916759087462228,0.827027027027027,92.5,85.0,1.0,True,True,True,True,True,True,True,True,True,포함
3110053,청구역 1번,골목상권,8,0.9364520335310419,0.8157894736842105,47.5,74.55,1.0,True,True,True,True,True,True,True,True,True,포함
3110054,청구역 3번,골목상권,11,0.9654739244835254,0.9591002044989775,122.25,115.9,1.0,True,True,True,True,True,True,True,True,True,포함
3110055,황학동벼룩시장,골목상권,4,0.5969001689350028,0.6644736842105263,38.0,30.2,1.0,True,True,True,True,True,False,False,True,False,sales_coverage_70; store_coverage_70
3110056,신당역 3번,골목상권,13,0.8414657051942495,0.9322033898305084,147.5,152.0,1.0,True,True,True,True,True,True,True,True,True,포함
3110057,황학코아루아파트,골목상권,9,0.8786603873043314,0.901840490797546,40.75,37.35,1.0,True,True,True,True,True,True,True,True,True,포함
3110058,성심여자고등학교,골목상권,11,0.9478973833652126,0.9266917293233082,133.0,128.9,1.0,True,True,True,True,True,True,True,True,True,포함
3110059,새남터성지,골목상권,12,0.28470646172456426,0.7464788732394366,53.25,59.0,1.0,True,True,True,True,True,False,True,True,False,sales_coverage_70
3110060,효창공원앞역 6번,골목상권,12,1.0,1.0,69.0,71.15,1.0,True,True,True,True,True,True,True,True,True,포함
3110061,효창동주민센터,골목상권,6,0.9716232392394203,0.875,24.0,27.55,1.0,True,True,True,True,True,True,True,True,True,포함
3110062,한강로동땡땡거리(은행나무길),골목상권,10,0.9108683794514552,0.8844444444444445,112.5,149.95,1.0,True,True,True,True,True,True,True,True,True,포함
3110063,효창공원앞역 5번,골목상권,12,0.9985044820260374,0.9758620689655172,145.0,139.25,1.0,True,True,True,True,True,True,True,True,True,포함
3110064,효창공원앞역 2번,골목상권,13,0.9945943151595596,0.895910780669145,67.25,71.65,1.0,True,True,True,True,True,True,True,True,True,포함
3110065,남정초등학교,골목상권,1,1.0,1.0,44.5,44.65,1.0,True,True,True,False,True,True,True,True,False,industry_3
3110066,서울역 15번,골목상권,8,0.9638761005169042,0.9212598425196851,63.5,67.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110067,배문고등학교,골목상권,12,0.8744766992610329,0.9548872180451128,66.5,67.25,1.0,True,True,True,True,True,True,True,True,True,포함
3110068,남영역 1번,골목상권,14,0.8646752442243192,0.8783783783783784,111.0,124.0,1.0,True,True,True,True,True,True,True,True,True,포함
3110069,숙대입구,골목상권,27,0.9994631436587502,0.983440662373505,271.75,300.4,1.0,True,True,True,True,True,True,True,True,True,포함
3110071,한강미주맨션아파트,골목상권,2,1.0,1.0,14.0,13.65,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110072,열정도,골목상권,3,0.982598990112036,0.7379310344827587,36.25,29.65,1.0,True,True,True,True,True,True,True,True,True,포함
3110073,삼각지역 3번,골목상권,1,1.0,1.0,2.75,5.95,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110074,서울역 12번,골목상권,16,0.909056983709426,0.9792027729636048,144.25,157.85,1.0,True,True,True,True,True,True,True,True,True,포함
3110075,숙대입구역 1번,골목상권,11,0.7870231515086826,0.7789473684210526,47.5,57.45,1.0,True,True,True,True,True,True,True,True,True,포함
3110076,삼각지역 14번,골목상권,3,1.0,1.0,9.75,11.25,1.0,True,False,False,True,True,True,True,True,False,start_store_20; average_store_20
3110077,삼광초등학교,골목상권,4,0.6605401061198801,0.7480314960629921,31.75,26.1,1.0,True,True,True,True,True,False,True,True,False,sales_coverage_70
3110078,이촌동점보아파트,골목상권,8,0.8428697977309112,0.8273381294964028,34.75,34.55,1.0,True,True,True,True,True,True,True,True,True,포함
3110079,후암동주민센터,골목상권,19,0.872221935111889,0.8837837837837837,185.0,182.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110080,해방촌예술마을,골목상권,8,0.9938286583904996,0.930635838150289,43.25,55.75,1.0,True,True,True,True,True,True,True,True,True,포함
3110081,해방촌 남동측,골목상권,16,0.757865684790932,0.8814935064935064,154.0,165.9,1.0,True,True,True,True,True,True,True,True,True,포함
3110082,용산구청,골목상권,7,0.9887040368570469,0.9596774193548387,93.0,108.9,1.0,True,True,True,True,True,True,True,True,True,포함
3110083,서빙고역 1번,골목상권,2,1.0,1.0,6.0,8.85,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110084,경리단길북측,골목상권,16,0.9561463915808786,0.9284848484848485,206.25,214.2,1.0,True,True,True,True,True,True,True,True,True,포함
3110085,경리단길남측,골목상권,14,0.9349222318577229,0.6709677419354839,193.75,178.15,1.0,True,True,True,True,True,True,False,True,False,store_coverage_70
3110087,이태원엔틱가구거리,골목상권,6,1.0,1.0,22.25,27.1,1.0,True,True,True,True,True,True,True,True,True,포함
3110088,오산고등학교,골목상권,7,0.5168792396396242,0.8,55.0,50.8,1.0,True,True,True,True,True,False,True,True,False,sales_coverage_70
3110089,서빙고동주민센터,골목상권,3,1.0,1.0,8.5,8.6,1.0,True,False,False,True,True,True,True,True,False,start_store_20; average_store_20
3110090,한국폴리텍대학서울정수캠퍼스,골목상권,10,0.9205003203512303,0.6956521739130435,46.0,44.85,1.0,True,True,True,True,True,True,False,True,False,store_coverage_70
3110091,리움미술관,골목상권,6,0.9309763959440234,0.9272727272727272,27.5,31.35,1.0,True,True,True,True,True,True,True,True,True,포함
3110092,NH농협은행 보광동지점,골목상권,4,0.20379689810756824,0.5503875968992248,64.5,48.5,1.0,True,True,True,True,True,False,False,True,False,sales_coverage_70; store_coverage_70
3110093,우사단길,골목상권,15,0.9651230115732324,0.8708860759493671,197.5,180.7,1.0,True,True,True,True,True,True,True,True,True,포함
3110094,오산중학교,골목상권,2,1.0,1.0,17.25,16.55,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110095,한강진역 3번,골목상권,12,0.868828357077186,0.816793893129771,163.75,176.9,1.0,True,True,True,True,True,True,True,True,True,포함
3110096,한남힐사이드아파트,골목상권,4,0.8820959174792833,0.8888888888888888,27.0,30.0,1.0,True,True,True,True,True,True,True,True,True,포함
3110098,서울독일학교,골목상권,5,0.9863921244736414,0.8840579710144928,34.5,35.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110099,유엔빌리지길,골목상권,2,1.0,1.0,12.5,17.0,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110102,옥수역 6번,골목상권,15,0.9075221390627582,0.9359756097560976,82.0,85.45,1.0,True,True,True,True,True,True,True,True,True,포함
3110103,옥수터널,골목상권,1,0.0,0.0,3.0,3.5625,1.0,False,False,False,False,True,False,False,False,False,start_store_20; average_store_20; industry_3; sales_coverage_70; store_coverage_70; metrics_available
3110104,신금호역 4번,골목상권,7,0.9322145402348007,0.9365079365079365,47.25,52.5,1.0,True,True,True,True,True,True,True,True,True,포함
3110105,금동어린이공원,골목상권,8,1.0,1.0,53.75,54.3,1.0,True,True,True,True,True,True,True,True,True,포함
3110106,금북초등학교,골목상권,3,1.0,1.0,11.0,13.75,1.0,True,False,False,True,True,True,True,True,False,start_store_20; average_store_20
3110107,금호사거리,골목상권,6,0.8624597913297061,0.9459459459459459,18.5,25.8,1.0,True,False,True,True,True,True,True,True,False,start_store_20
3110109,금호삼성래미안아파트,골목상권,5,0.7895220669924788,0.8643410852713178,64.5,66.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110110,상왕십리역 6번,골목상권,8,0.9536241149447799,0.9090909090909091,22.0,31.25,1.0,True,True,True,True,True,True,True,True,True,포함
3110112,행당역 2번,골목상권,10,0.8777338874804403,0.8367346938775511,49.0,55.55,1.0,True,True,True,True,True,True,True,True,True,포함
3110113,응봉산,골목상권,4,0.8044042804230783,0.6491228070175439,14.25,14.0,1.0,True,False,False,True,True,True,False,True,False,start_store_20; average_store_20; store_coverage_70
3110114,왕십리파출소,골목상권,2,1.0,1.0,10.25,9.15,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110115,상왕십리역 3번,골목상권,9,0.9869198747783952,0.9009287925696594,80.75,82.45,1.0,True,True,True,True,True,True,True,True,True,포함
3110116,청계천박물관,골목상권,3,1.0,1.0,9.0,9.75,1.0,True,False,False,True,True,True,True,True,False,start_store_20; average_store_20
3110117,성동구보건소,골목상권,5,0.734186732316817,0.8651685393258427,22.25,23.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110118,왕십리역 9번,골목상권,12,0.9560113009364545,0.9631901840490797,81.5,89.15,1.0,True,True,True,True,True,True,True,True,True,포함
3110120,서울숲카페거리,골목상권,2,0.9012013529271169,0.3273809523809524,42.0,50.2,1.0,True,True,True,False,True,True,False,True,False,industry_3; store_coverage_70
3110121,한양대역 4번,골목상권,2,0.4901369684471225,1.0,10.75,10.4,1.0,True,False,False,False,True,False,True,True,False,start_store_20; average_store_20; industry_3; sales_coverage_70
3110122,마장역 2번,골목상권,13,0.9853210937948633,0.8606271777003485,71.75,67.65,1.0,True,True,True,True,True,True,True,True,True,포함
3110123,마장역 3번,골목상권,6,0.8674476527295774,0.7468354430379747,39.5,37.9,1.0,True,True,True,True,True,True,True,True,True,포함
3110124,뚝섬역교차로,골목상권,4,0.13027872734656892,0.6075949367088608,39.5,35.7,1.0,True,True,True,True,True,False,False,True,False,sales_coverage_70; store_coverage_70
3110125,사근동살곶이상점가,골목상권,10,0.9419202358780437,0.7927927927927928,55.5,53.1,1.0,True,True,True,True,True,True,True,True,True,포함
3110126,서울숲역 1번,골목상권,1,1.0,1.0,5.5,12.7,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110127,성수1가1동주민센터,골목상권,6,0.9448441437601444,0.8260869565217391,17.25,29.6,1.0,True,False,True,True,True,True,True,True,False,start_store_20
3110128,성원중학교,골목상권,34,0.7289477973219777,0.9573221757322176,298.75,321.95,1.0,True,True,True,True,True,True,True,True,True,포함
3110129,성원어린이공원,골목상권,5,1.0,1.0,28.0,37.65,1.0,True,True,True,True,True,True,True,True,True,포함
3110130,답십리역 6번,골목상권,2,0.8568445041131358,0.7777777777777778,13.5,11.9,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110131,성수동카페거리,골목상권,20,0.9985094628743142,0.9784172661870504,278.0,340.1,1.0,True,True,True,True,True,True,True,True,True,포함
3110132,성수2가3동주민센터,골목상권,4,0.6206589257064332,0.8148148148148148,20.25,22.85,1.0,True,True,True,True,True,False,True,True,False,sales_coverage_70
3110133,서울교통공사,골목상권,3,0.7833533163357245,0.7469879518072289,20.75,18.65,1.0,True,True,False,True,True,True,True,True,False,average_store_20
3110134,성수119안전센터,골목상권,19,0.9322363819859933,0.9298245614035088,156.75,153.2,1.0,True,True,True,True,True,True,True,True,True,포함
3110135,성동세무서,골목상권,3,0.9435864759056386,0.8961038961038961,19.25,25.7,1.0,True,False,True,True,True,True,True,True,False,start_store_20
3110136,경수초등학교,골목상권,15,0.995460195472103,0.8563714902807775,231.5,265.7,1.0,True,True,True,True,True,True,True,True,True,포함
3110137,성수초등학교,골목상권,23,0.9915457218576571,0.9483919222139118,334.25,327.1,1.0,True,True,True,True,True,True,True,True,True,포함
3110138,송정체육공원,골목상권,13,0.7185493110509985,0.8947368421052632,76.0,78.85,1.0,True,True,True,True,True,True,True,True,True,포함
3110139,자양4동주민센터,골목상권,16,0.8041582233882444,0.8584905660377359,132.5,131.7,1.0,True,True,True,True,True,True,True,True,True,포함
3110140,건대입구역 6번,골목상권,19,0.9652152397781014,0.9271899886234357,219.75,230.1,1.0,True,True,True,True,True,True,True,True,True,포함
3110141,건대입구역 1번,골목상권,12,0.8068567919303923,0.9634551495016611,75.25,79.45,1.0,True,True,True,True,True,True,True,True,True,포함
3110142,화양사거리,골목상권,15,0.9213556812674507,0.7901591895803184,172.75,168.4,1.0,True,True,True,True,True,True,True,True,True,포함
3110143,뚝섬유원지역 1번,골목상권,3,0.9179490003811962,0.7692307692307693,13.0,10.65,1.0,True,False,False,True,True,True,True,True,False,start_store_20; average_store_20
3110144,어린이대공원역 4번,골목상권,5,0.8732168904696511,0.8608695652173913,28.75,26.0,1.0,True,True,True,True,True,True,True,True,True,포함
3110146,신자초등학교,골목상권,15,0.905888820924495,0.8354978354978355,115.5,108.95,1.0,True,True,True,True,True,True,True,True,True,포함
3110147,능동우편취급국,골목상권,15,0.8650932394288622,0.8284313725490197,102.0,105.35,1.0,True,True,True,True,True,True,True,True,True,포함
3110148,어린이대공원역 3번,골목상권,7,0.7072358304492405,0.8654708520179372,55.75,52.85,1.0,True,True,True,True,True,True,True,True,True,포함
3110149,세종대학교,골목상권,1,0.896019569161898,0.46153846153846156,6.5,4.1,1.0,True,False,False,False,True,True,False,True,False,start_store_20; average_store_20; industry_3; store_coverage_70
3110150,중곡1동 마을마당,골목상권,8,0.8147662347745771,0.9861111111111112,72.0,78.8,1.0,True,True,True,True,True,True,True,True,True,포함
3110151,자양한강도서관,골목상권,18,0.9506051104119312,0.9147424511545293,140.75,134.4,1.0,True,True,True,True,True,True,True,True,True,포함
3110152,중곡어린이공원,골목상권,6,0.8908109379112765,0.7767857142857143,28.0,28.25,1.0,True,True,True,True,True,True,True,True,True,포함
3110153,중곡1동주민센터,골목상권,2,0.974783301250549,0.8333333333333334,12.0,9.9,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110154,광진정말공원,골목상권,22,0.9572380533918102,0.9448946515397083,154.25,155.85,1.0,True,True,True,True,True,True,True,True,True,포함
3110155,광진구청,골목상권,6,0.94489995292684,0.9245283018867925,39.75,40.85,1.0,True,True,True,True,True,True,True,True,True,포함
3110156,군자역 5번,골목상권,9,0.5283174962461946,0.5230769230769231,65.0,54.5,1.0,True,True,True,True,True,False,False,True,False,sales_coverage_70; store_coverage_70
3110157,자양동우체국,골목상권,17,0.9928647408834919,0.9396751740139211,107.75,122.0,1.0,True,True,True,True,True,True,True,True,True,포함
3110158,중곡3동주민센터,골목상권,20,0.8963156307962079,0.8802919708029197,171.25,158.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110159,구의역 4번,골목상권,35,0.9741256776478598,0.9033423667570009,276.75,272.1,1.0,True,True,True,True,True,True,True,True,True,포함
3110160,광진경찰서,골목상권,1,1.0,1.0,3.0,3.6,1.0,False,False,False,False,True,True,True,False,False,start_store_20; average_store_20; industry_3; metrics_available
3110161,중곡역 3번,골목상권,20,0.9626862581729997,0.9159021406727829,163.5,156.4,1.0,True,True,True,True,True,True,True,True,True,포함
3110162,군자역 4번,골목상권,11,0.9328157976913403,0.9748427672955975,79.5,80.55,1.0,True,True,True,True,True,True,True,True,True,포함
3110163,성자초등학교,골목상권,14,0.9508642225061533,0.8532608695652174,92.0,84.8,1.0,True,True,True,True,True,True,True,True,True,포함
3110164,아차산역 5번,골목상권,2,1.0,1.0,5.0,7.75,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110165,국립정신건강센터,골목상권,13,0.9879003436732711,0.911042944785276,81.5,87.55,1.0,True,True,True,True,True,True,True,True,True,포함
3110166,구의1동주민센터,골목상권,27,0.9345783913639962,0.9031903190319032,227.25,233.85,1.0,True,True,True,True,True,True,True,True,True,포함
3110167,용마초등학교,골목상권,22,0.939313617856318,0.9016666666666666,150.0,147.35,1.0,True,True,True,True,True,True,True,True,True,포함
3110168,대원고등학교,골목상권,5,0.8177972670079983,0.7777777777777778,40.5,36.0,1.0,True,True,True,True,True,True,True,True,True,포함
3110169,성동초등학교,골목상권,7,0.9936275719777041,0.926829268292683,41.0,39.95,1.0,True,True,True,True,True,True,True,True,True,포함
3110170,동대부여고,골목상권,18,0.887909017449187,0.850356294536817,105.25,104.4,1.0,True,True,True,True,True,True,True,True,True,포함
3110171,중곡4동주민센터,골목상권,1,1.0,1.0,7.0,7.3,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110172,광진초등학교,골목상권,8,0.667633511224019,0.8636363636363636,38.5,51.35,1.0,True,True,True,True,True,False,True,True,False,sales_coverage_70
3110173,구남초등학교,골목상권,5,1.0,1.0,23.75,26.75,1.0,True,True,True,True,True,True,True,True,True,포함
3110174,아차산역 1번,골목상권,15,0.8622023431845327,0.9176470588235294,148.75,148.2,1.0,True,True,True,True,True,True,True,True,True,포함
3110175,푸른동산공원,골목상권,7,0.8813816454365487,0.8839285714285714,56.0,58.15,1.0,True,True,True,True,True,True,True,True,True,포함
3110176,해오름공원,골목상권,16,0.8633475599264738,1.0,111.25,115.55,1.0,True,True,True,True,True,True,True,True,True,포함
3110177,동의초등학교,골목상권,3,1.0,1.0,6.0,10.35,1.0,True,False,False,True,True,True,True,True,False,start_store_20; average_store_20
3110178,장로회신학대학교,골목상권,5,0.9379488825403876,0.9124087591240876,34.25,30.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110179,광나루역 1번,골목상권,7,1.0,1.0,39.25,44.5,1.0,True,True,True,True,True,True,True,True,True,포함
3110180,광진정보도서관,골목상권,14,0.8979703225818698,0.8103448275862069,116.0,110.2,1.0,True,True,True,True,True,True,True,True,True,포함
3110181,신설동역 9번,골목상권,5,0.9322389023604891,0.7750865051903114,72.25,68.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110182,용두희망어린이공원,골목상권,2,0.9197177520284905,0.3225806451612903,15.5,22.1,1.0,True,False,True,False,True,True,False,True,False,start_store_20; industry_3; store_coverage_70
3110183,한국의류시험연구원,골목상권,2,0.9075065016298108,0.8598130841121495,26.75,29.15,1.0,True,True,True,False,True,True,True,True,False,industry_3
3110184,용두사거리,골목상권,2,1.0,1.0,8.0,9.45,1.0,True,False,False,False,True,True,True,True,False,start_store_20; average_store_20; industry_3
3110185,용두초등학교,골목상권,2,0.8295577998441189,0.6825396825396826,15.75,14.1,1.0,True,False,False,False,True,True,False,True,False,start_store_20; average_store_20; industry_3; store_coverage_70
3110186,종암초등학교,골목상권,4,0.9219063934023748,0.8160919540229885,21.75,28.3,1.0,True,True,True,True,True,True,True,True,True,포함
3110187,제기동역 6번,골목상권,17,0.9562002396625168,0.9354330708661417,158.75,166.3,1.0,True,True,True,True,True,True,True,True,True,포함
3110188,용두동신동아아파트,골목상권,13,0.7838629543338614,0.8483965014577259,85.75,83.55,1.0,True,True,True,True,True,True,True,True,True,포함
3110189,제기동역 1번,골목상권,3,1.0,1.0,14.5,11.25,1.0,True,False,False,True,True,True,True,True,False,start_store_20; average_store_20
3110190,고대앞사거리,골목상권,6,0.9846927829441238,0.7132352941176471,34.0,35.3,1.0,True,True,True,True,True,True,True,True,True,포함
3110191,고려대역 6번,골목상권,11,0.9371160013463159,0.9126506024096386,83.0,83.25,1.0,True,True,True,True,True,True,True,True,True,포함
3110192,동의보감타워,골목상권,11,1.0,1.0,51.0,50.6,1.0,True,True,True,True,True,True,True,True,True,포함
3110193,고려대역 4번,골목상권,2,0.2755104296034485,0.6285714285714286,17.5,19.5,1.0,True,False,False,False,True,False,False,True,False,start_store_20; average_store_20; industry_3; sales_coverage_70; store_coverage_70
3110194,홍파초등학교,골목상권,5,0.9923981141514124,0.9204545454545454,88.0,85.5,1.0,True,True,True,True,True,True,True,True,True,포함
3110195,동대문구청,골목상권,14,0.9994389817732652,0.9720930232558139,107.5,104.8,1.0,True,True,True,True,True,True,True,True,True,포함
3110197,세종대왕기념관교차로,골목상권,2,0.5288628085258571,0.5517241379310345,7.25,6.95,1.0,True,False,False,False,True,False,False,True,False,start_store_20; average_store_20; industry_3; sales_coverage_70; store_coverage_70
